customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5074-FBGHB,Male,Not SC,No Partner,No Dependents,64,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),104.65,6889.8,Not Churned
2351-BKRZW,Female,Not SC,Has A Partner,Has Dependents,43,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),75.2,3254.35,Not Churned
4455-BFSPD,Female,Not SC,Has A Partner,No Dependents,61,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),101.15,6383.9,Not Churned
0415-MOSGF,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,44.4,44.4,Churned
1724-BQUHA,Male,SC,No Partner,No Dependents,5,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,89.5,477.7,Churned
3948-KXDUF,Male,Not SC,No Partner,No Dependents,66,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),68.75,4447.55,Not Churned
2323-ARSVR,Male,Not SC,Has A Partner,No Dependents,67,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,111.05,7321.05,Not Churned
0815-MFZGM,Female,Not SC,Has A Partner,No Dependents,42,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Credit card (automatic),99,4135,Not Churned
4826-XTSOH,Male,SC,Has A Partner,No Dependents,1,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,86.05,86.05,Churned
5480-XTFFL,Female,Not SC,Has A Partner,Has Dependents,31,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,21,697.7,Not Churned
8295-FHIVV,Male,Not SC,No Partner,No Dependents,7,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Mailed check,19.4,168.65,Not Churned
2495-INZWQ,Male,Not SC,No Partner,No Dependents,4,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,44.55,174.3,Churned
9086-YJYXS,Male,Not SC,Has A Partner,Has Dependents,34,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),77.2,2753.8,Not Churned
1179-INLAT,Male,Not SC,No Partner,No Dependents,3,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Has Paperless Billing,Mailed check,19.45,69.25,Not Churned
7909-FIOIY,Female,Not SC,Has A Partner,Has Dependents,19,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,24.85,434.8,Not Churned
4139-SUGLD,Male,Not SC,Has A Partner,Has Dependents,31,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Bank transfer (automatic),35.4,1077.5,Churned
6857-VWJDT,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,95.65,95.65,Churned
6351-SCJKT,Male,Not SC,No Partner,No Dependents,3,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,41.35,107.25,Not Churned
5468-BPMMO,Male,Not SC,Has A Partner,No Dependents,46,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Electronic check,19.6,851.2,Not Churned
5624-BQSSA,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.95,20.95,Churned
0197-PNKNK,Female,Not SC,Has A Partner,Has Dependents,69,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),84.45,5848.6,Not Churned
2439-QKJUL,Male,Not SC,No Partner,No Dependents,5,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.25,109.8,Not Churned
1194-SPVSP,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Bank transfer (automatic),19.65,19.65,Not Churned
9534-NSXEM,Male,Not SC,No Partner,No Dependents,26,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Has Paperless Billing,Credit card (automatic),20.65,595.5,Not Churned
2408-WITXK,Female,SC,No Partner,No Dependents,10,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,34.7,329.8,Churned
8929-KSWIH,Male,Not SC,No Partner,No Dependents,25,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),99.3,2513.5,Not Churned
2250-IVBWA,Male,Not SC,Has A Partner,Has Dependents,64,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,81.05,5135.35,Not Churned
1810-MVMAI,Male,Not SC,Has A Partner,Has Dependents,30,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,67.6,2000.2,Not Churned
9506-UXUSK,Male,Not SC,No Partner,No Dependents,13,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,70.15,931.75,Not Churned
1229-RCALF,Female,Not SC,Has A Partner,No Dependents,64,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Electronic check,115,7396.15,Not Churned
3572-UOLYZ,Female,Not SC,No Partner,Has Dependents,46,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),84.8,3958.85,Not Churned
1429-UYJSV,Female,Not SC,No Partner,No Dependents,12,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,19.7,260.9,Not Churned
5577-OTWWW,Female,Not SC,No Partner,No Dependents,15,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Bank transfer (automatic),19.75,297.3,Churned
6100-QQHEB,Male,Not SC,Has A Partner,Has Dependents,17,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,92.55,1515.1,Churned
6366-XIVKZ,Female,Not SC,Has A Partner,Has Dependents,13,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,63.15,816.8,Not Churned
3470-OBUET,Female,Not SC,Has A Partner,Has Dependents,67,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Credit card (automatic),74,4868.4,Not Churned
2770-NSVDG,Male,Not SC,Has A Partner,No Dependents,24,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,29.1,688,Not Churned
9375-MHRRS,Male,Not SC,No Partner,No Dependents,6,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,50.05,288.35,Not Churned
2634-HCZGT,Male,SC,Has A Partner,No Dependents,53,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Electronic check,60.05,3229.65,Churned
7503-QQRVF,Male,SC,Has A Partner,No Dependents,16,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),74.3,1178.25,Churned
4860-YZGZM,Male,Not SC,No Partner,No Dependents,10,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Electronic check,20,185.4,Not Churned
6599-GZWCM,Female,Not SC,No Partner,No Dependents,13,Provided Phone Service,Single Line,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Mailed check,74.65,966.25,Not Churned
2691-NZETQ,Male,Not SC,No Partner,No Dependents,9,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,85.35,758.6,Churned
4404-HIBDJ,Female,Not SC,No Partner,No Dependents,25,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,One year,No Paperless Billing,Mailed check,74.3,1863.8,Churned
5533-NHFRF,Male,SC,No Partner,No Dependents,7,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,44.4,265.8,Not Churned
7037-MTYVW,Male,Not SC,Has A Partner,Has Dependents,38,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),85.4,3297,Not Churned
4760-THGOT,Female,Not SC,Has A Partner,No Dependents,43,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,94.1,4107.3,Not Churned
7295-JOMMD,Female,Not SC,No Partner,Has Dependents,4,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),98.1,396.3,Churned
4016-BJKTZ,Female,Not SC,No Partner,No Dependents,25,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,No Paperless Billing,Electronic check,108.9,2809.05,Not Churned
6584-VQMYT,Male,Not SC,No Partner,Has Dependents,27,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Mailed check,56.2,1567.55,Not Churned
9838-BFCQT,Male,Not SC,Has A Partner,Has Dependents,72,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,26.1,1851.45,Not Churned
2790-XUYMV,Male,Not SC,No Partner,Has Dependents,71,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),85.45,6028.95,Not Churned
0581-MDMPW,Female,Not SC,No Partner,No Dependents,24,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Credit card (automatic),88.95,2072.75,Not Churned
5013-SBUIH,Female,Not SC,No Partner,No Dependents,50,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,109.65,5551.15,Churned
1023-BQXZE,Male,Not SC,No Partner,No Dependents,57,Provided Phone Service,Single Line,DSL,Has Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),74.35,4317.35,Not Churned
9163-GHAYE,Female,Not SC,No Partner,No Dependents,15,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,48.85,736.8,Not Churned
3904-UKFRE,Male,Not SC,No Partner,No Dependents,4,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,80.1,336.15,Not Churned
5353-WILCI,Female,Not SC,No Partner,No Dependents,28,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,56.05,1522.65,Not Churned
0709-TVGUR,Female,SC,No Partner,No Dependents,9,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,74.55,622.9,Churned
0058-EVZWM,Female,Not SC,Has A Partner,No Dependents,55,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Bank transfer (automatic),89.8,4959.6,Not Churned
6023-YEBUP,Male,Not SC,No Partner,No Dependents,3,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,100.95,329.95,Churned
7209-JCUDS,Male,Not SC,No Partner,No Dependents,10,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,94.9,1048.85,Churned
7009-PCARS,Male,Not SC,No Partner,Has Dependents,55,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Bank transfer (automatic),19.1,1001.5,Not Churned
0519-DRGTI,Female,Not SC,Has A Partner,Has Dependents,20,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.35,442.6,Not Churned
1017-FBQMM,Female,Not SC,Has A Partner,Has Dependents,62,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),106.05,6703.5,Not Churned
3001-CBHLQ,Male,SC,Has A Partner,No Dependents,32,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,104.9,3351.55,Churned
1985-MBRYP,Female,Not SC,No Partner,No Dependents,43,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Bank transfer (automatic),19.65,779.25,Not Churned
6158-DWPZT,Male,Not SC,Has A Partner,No Dependents,9,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Bank transfer (automatic),24.1,259.8,Churned
9372-TXXPS,Female,Not SC,Has A Partner,No Dependents,60,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),59.85,3483.45,Not Churned
3259-QMXUN,Male,Not SC,Has A Partner,No Dependents,58,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,86.1,4890.5,Not Churned
1015-JPFYW,Male,Not SC,No Partner,Has Dependents,7,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,19.45,136.75,Not Churned
6645-MXQJT,Male,Not SC,Has A Partner,Has Dependents,2,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,97.1,184.15,Not Churned
4360-QRAVE,Male,SC,No Partner,No Dependents,37,No Phone Service,No phone service,DSL,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,36.65,1315,Not Churned
8433-WPJTV,Female,SC,Has A Partner,Has Dependents,65,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Bank transfer (automatic),103.9,6767.1,Not Churned
5804-JMYIO,Female,Not SC,Has A Partner,Has Dependents,39,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,19.75,757.95,Not Churned
3763-GCZHZ,Male,Not SC,Has A Partner,No Dependents,66,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,With Streaming Movies,One year,Has Paperless Billing,Electronic check,104.05,6890,Churned
6484-LATFU,Male,Not SC,No Partner,No Dependents,68,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,24.55,1657.4,Not Churned
7599-NTMDP,Female,Not SC,Has A Partner,Has Dependents,62,No Phone Service,No phone service,DSL,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Bank transfer (automatic),48.7,3008.55,Not Churned
0772-GYEQQ,Male,Not SC,No Partner,No Dependents,3,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,Has Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,88.35,262.05,Churned
0536-ACXIP,Female,Not SC,Has A Partner,No Dependents,72,Provided Phone Service,Has Multiple Lines,Fiber optic,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Two year,Has Paperless Billing,Electronic check,109.55,8165.1,Not Churned
0936-NQLJU,Female,Not SC,Has A Partner,No Dependents,41,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Credit card (automatic),20.65,875.55,Not Churned
4831-EOBFE,Male,Not SC,Has A Partner,Has Dependents,29,Provided Phone Service,Single Line,Fiber optic,Has Online Security,No Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Credit card (automatic),94.65,2649.15,Churned
1575-KRZZE,Female,Not SC,No Partner,No Dependents,4,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,55.2,220.65,Not Churned
3251-YMVWZ,Male,Not SC,No Partner,No Dependents,53,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Bank transfer (automatic),24.05,1301.9,Not Churned
4102-OQUPX,Male,SC,Has A Partner,No Dependents,1,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,74.4,74.4,Churned
9170-GYZJC,Female,Not SC,Has A Partner,Has Dependents,41,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Credit card (automatic),79.9,3326.2,Churned
4884-LEVMQ,Male,Not SC,Has A Partner,No Dependents,39,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Has Paperless Billing,Bank transfer (automatic),20.45,790,Not Churned
8857-CUPFQ,Male,Not SC,Has A Partner,No Dependents,63,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,19.25,1237.65,Not Churned
7610-TVOPG,Male,Not SC,No Partner,No Dependents,15,Provided Phone Service,Has Multiple Lines,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Has Paperless Billing,Electronic check,26.35,378.6,Not Churned
3638-DIMPH,Female,Not SC,Has A Partner,No Dependents,13,Provided Phone Service,Single Line,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,One year,No Paperless Billing,Electronic check,43.8,592.65,Not Churned
1845-ZLLIG,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,DSL,No Online Security,Has Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Mailed check,50.15,50.15,Not Churned
8559-WNQZS,Male,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,20.45,20.45,Not Churned
3999-QGRJH,Male,SC,No Partner,No Dependents,8,Provided Phone Service,Single Line,Fiber optic,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,69.7,560.85,Churned
1699-UOTXU,Male,Not SC,No Partner,No Dependents,60,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Two year,No Paperless Billing,Electronic check,61.4,3638.25,Not Churned
2454-RPBRZ,Female,SC,Has A Partner,No Dependents,12,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,Has Device Protection,No Tech Support,With Streaming TV,No Streaming Movies,Month-to-month,Has Paperless Billing,Electronic check,98.1,1060.2,Churned
0635-WKOLD,Male,Not SC,Has A Partner,No Dependents,40,Provided Phone Service,Has Multiple Lines,DSL,No Online Security,Has Online Backup,No Device Protection,Provided Tech Support,With Streaming TV,No Streaming Movies,One year,No Paperless Billing,Credit card (automatic),70.75,2921.75,Not Churned
5993-JSUWV,Female,Not SC,No Partner,No Dependents,66,Provided Phone Service,Single Line,DSL,Has Online Security,Has Online Backup,Has Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Two year,Has Paperless Billing,Bank transfer (automatic),61.15,4017.45,Not Churned
4518-FZBSX,Male,Not SC,Has A Partner,Has Dependents,42,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No Paperless Billing,Mailed check,20.25,854.9,Not Churned
5387-ASZNZ,Female,SC,No Partner,No Dependents,66,Provided Phone Service,Has Multiple Lines,DSL,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,One year,Has Paperless Billing,Credit card (automatic),63.85,4174.35,Not Churned
6988-CJEYV,Male,Not SC,No Partner,No Dependents,49,Provided Phone Service,Has Multiple Lines,Fiber optic,No Online Security,Has Online Backup,No Device Protection,No Tech Support,With Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,98.7,4920.55,Not Churned
2002-MZHWP,Female,Not SC,No Partner,No Dependents,1,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No Paperless Billing,Mailed check,20.5,20.5,Churned
3097-FQTVJ,Female,Not SC,No Partner,No Dependents,41,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Mailed check,20,810.3,Not Churned
5465-BUBFA,Female,Not SC,Has A Partner,Has Dependents,41,Provided Phone Service,Single Line,No Internet Service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No Paperless Billing,Bank transfer (automatic),19.3,772.4,Not Churned
7299-GNVPL,Female,Not SC,Has A Partner,Has Dependents,23,Provided Phone Service,Single Line,Fiber optic,Has Online Security,Has Online Backup,No Device Protection,Provided Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,84.4,1936.85,Not Churned
9743-DQKQW,Male,Not SC,No Partner,No Dependents,3,No Phone Service,No phone service,DSL,No Online Security,No Online Backup,No Device Protection,No Tech Support,No Streaming TV,No Streaming Movies,Month-to-month,No Paperless Billing,Electronic check,25.1,79.8,Not Churned
1215-VFYVK,Female,Not SC,No Partner,No Dependents,4,No Phone Service,No phone service,DSL,Has Online Security,No Online Backup,Has Device Protection,Provided Tech Support,No Streaming TV,With Streaming Movies,Month-to-month,No Paperless Billing,Mailed check,48.25,202.25,Not Churned
